CustomerID,FirstPurchaseDate,LastPurchaseDate,TotalTransactions,TotalReturns,TotalItemsPurchased,TotalItemsReturned,TotalSpent,TotalReturnValue,NetSpent,AverageOrderValue,CustomerLifetimeDays,ReturnRate,PrimaryCountry,DaysSinceLastPurchase,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
12363,2011-04-11T13:29:00Z,2011-08-22T10:18:00Z,2,0,408,0,552,0,552,276,132.8673611111111,0,Unspecified,109.10555555555555,2,2,3,223,7,Hibernating
12364,2011-08-19T15:24:00Z,2011-12-02T10:22:00Z,4,0,1506,0,1313.1,0,1313.1,328.27500000000003,104.79027777777776,0,Belgium,7.102777777777778,5,4,4,544,13,Champions
12365,2011-02-21T13:51:00Z,2011-02-21T14:04:00Z,2,1,174,1,641.38,320.69,320.69,320.69,0.00902777777777777,0.5,Cyprus,290.9486111111111,1,2,3,123,6,Hibernating
12367,2011-12-05T16:48:00Z,2011-12-05T16:48:00Z,1,0,173,0,168.9,0,168.9,168.9,0,0,Denmark,3.834722222222222,5,1,1,511,7,New Customers
12370,2010-12-14T12:58:00Z,2011-10-19T14:51:00Z,4,0,2352,0,3541.939999999998,0,3541.939999999998,885.4849999999994,309.0784722222222,0,Cyprus,50.91597222222222,3,4,5,345,12,Loyal Customers
12371,2011-10-11T10:43:00Z,2011-10-26T10:16:00Z,2,0,591,0,1887.9600000000005,0,1887.9600000000005,943.98,14.98125,0,Switzerland,44.10694444444445,3,2,4,324,9,Need Attention
12372,2011-02-16T12:46:00Z,2011-09-29T12:12:00Z,3,0,794,0,1298.0400000000002,0,1298.0400000000002,432.68000000000006,224.9763888888889,0,Denmark,71.02638888888889,2,3,4,234,9,At Risk
12373,2011-02-01T13:10:00Z,2011-02-01T13:10:00Z,1,0,197,0,364.6,0,364.6,364.6,0,0,Austria,310.9861111111111,1,1,2,112,4,Lost
12374,2011-11-14T15:37:00Z,2011-11-14T15:37:00Z,1,0,342,0,742.93,0,742.93,742.93,0,0,Austria,24.884027777777774,4,1,3,413,8,Promising
12375,2011-09-02T14:23:00Z,2011-12-07T11:27:00Z,2,1,178,1,457.5000000000001,2.08,455.4200000000002,228.75000000000009,95.87777777777778,0.5,Finland,2.057638888888889,5,2,2,522,9,Promising
12377,2010-12-20T09:37:00Z,2011-01-28T15:45:00Z,2,0,944,0,1628.1199999999997,0,1628.1199999999997,814.0599999999998,39.25555555555555,0,Switzerland,314.87847222222223,1,2,4,124,7,At Risk
12378,2011-08-02T10:34:00Z,2011-08-02T10:34:00Z,1,0,2529,0,4008.6200000000017,0,4008.6200000000017,4008.6200000000017,0,0,Switzerland,129.09444444444443,2,1,5,215,8,Can't Lose Them
12379,2011-06-22T16:32:00Z,2011-09-19T10:09:00Z,2,1,407,1,852.2399999999997,1.95,850.2899999999996,426.11999999999983,88.73402777777778,0.5,Belgium,81.11180555555555,2,2,3,223,7,Hibernating
12380,2011-06-07T09:49:00Z,2011-11-18T11:27:00Z,4,1,1127,1,2724.81,4.25,2720.56,681.2025,164.06805555555556,0.25,Belgium,21.05763888888889,4,4,5,445,13,Champions
12381,2011-08-12T09:57:00Z,2011-12-05T12:44:00Z,5,1,808,25,1845.3100000000009,41.35,1803.9600000000005,369.0620000000001,115.11597222222224,0.2,Norway,4.004166666666666,5,4,4,544,13,Champions
12383,2010-12-22T14:28:00Z,2011-06-08T08:02:00Z,5,1,1532,3,1850.5599999999995,11.25,1839.3099999999995,370.112,167.73194444444445,0.2,Belgium,184.2,1,4,4,144,9,Can't Lose Them
12384,2011-08-10T11:23:00Z,2011-11-11T08:39:00Z,2,1,126,5,585.2700000000001,19.11,566.16,292.63500000000005,92.8861111111111,0.5,Switzerland,28.174305555555556,4,2,3,423,9,Potential Loyalists
12386,2010-12-08T09:53:00Z,2011-01-06T12:37:00Z,2,0,354,0,401.9,0,401.9,200.95,29.113888888888887,0,Australia,337.00902777777776,1,2,2,122,5,Hibernating
12388,2011-01-17T11:12:00Z,2011-11-24T12:30:00Z,6,0,1462,0,2780.6600000000003,0,2780.6600000000003,463.4433333333334,311.0541666666667,0,Australia,15.01388888888889,4,5,5,455,14,Champions
12390,2011-09-21T09:33:00Z,2011-09-21T09:33:00Z,1,0,353,0,549.8399999999999,0,549.8399999999999,549.8399999999999,0,0,Belgium,79.13680555555555,2,1,3,213,6,About to Sleep
12391,2011-11-18T12:07:00Z,2011-11-18T12:07:00Z,1,0,293,0,439.66,0,439.66,439.66,0,0,Cyprus,21.02986111111111,4,1,2,412,7,New Customers
12393,2011-01-11T09:47:00Z,2011-09-28T15:41:00Z,4,0,816,0,1582.6000000000004,0,1582.6000000000004,395.6500000000001,260.24583333333334,0,Australia,71.88125,2,4,4,244,10,At Risk
12394,2011-05-06T14:01:00Z,2011-10-07T08:08:00Z,2,0,819,0,1272.48,0,1272.48,636.24,153.7548611111111,0,Belgium,63.19583333333333,3,2,4,324,9,Need Attention
12395,2010-12-03T16:35:00Z,2011-11-24T12:20:00Z,12,3,2118,5,3018.6299999999987,20.35,2998.279999999999,251.5524999999999,355.8229166666667,0.25,Belgium,15.020833333333334,4,5,5,455,14,Champions
12397,2011-07-27T14:21:00Z,2011-11-04T09:52:00Z,2,0,1263,0,2409.9000000000005,0,2409.9000000000005,1204.9500000000005,99.81319444444443,0,Belgium,35.12361111111111,3,2,5,325,10,Need Attention
12398,2011-10-25T10:27:00Z,2011-10-25T10:27:00Z,1,0,1394,0,1635.66,0,1635.66,1635.66,0,0,Switzerland,45.09930555555555,3,1,4,314,8,Promising
12399,2011-03-23T09:42:00Z,2011-08-12T13:15:00Z,4,0,1178,0,1108.65,0,1108.65,277.1625,142.14791666666667,0,Belgium,118.98263888888889,2,4,4,244,10,At Risk
12401,2011-02-09T13:50:00Z,2011-02-09T13:50:00Z,1,0,11,0,84.3,0,84.3,84.3,0,0,Belgium,302.9583333333333,1,1,1,111,3,Lost
12402,2011-01-20T13:49:00Z,2011-01-20T13:49:00Z,1,0,94,0,225.6,0,225.6,225.6,0,0,Belgium,322.9590277777778,1,1,1,111,3,Lost
12403,2011-10-21T10:51:00Z,2011-10-21T11:00:00Z,1,1,96,1,427.7,18,409.7,427.7,0.00625,1,Denmark,49.076388888888886,3,1,2,312,6,About to Sleep
12405,2011-07-14T08:52:00Z,2011-07-14T08:52:00Z,1,0,857,0,1710.3900000000006,0,1710.3900000000006,1710.3900000000006,0,0,Finland,148.1652777777778,2,1,4,214,7,Can't Lose Them
12406,2011-06-09T10:23:00Z,2011-11-17T19:22:00Z,2,1,1818,9,3415.300000000001,134.55,3280.750000000002,1707.6500000000003,161.37430555555557,0.5,Denmark,21.727777777777774,4,2,5,425,11,Promising
12407,2011-03-20T13:21:00Z,2011-10-21T10:11:00Z,5,0,1416,0,1708.1199999999997,0,1708.1199999999997,341.6239999999999,214.86805555555551,0,Belgium,49.110416666666666,3,4,4,344,11,Loyal Customers
12408,2011-03-24T14:46:00Z,2011-11-07T12:30:00Z,5,4,1409,10,2888.5500000000006,45.98,2842.57,577.71000000000015,227.90555555555557,0.8,Belgium,32.013888888888886,3,4,5,345,12,Loyal Customers
12409,2011-06-10T12:19:00Z,2011-09-22T10:38:00Z,3,4,5551,8,11072.670000000002,15.74,11056.930000000004,3690.890000000001,103.92986111111112,1.3333333333333333,Switzerland,78.09166666666667,2,3,5,235,10,At Risk
12410,2011-02-04T10:38:00Z,2011-02-11T15:47:00Z,2,1,211,2,693.3299999999999,12.25,681.0799999999999,346.66499999999996,7.214583333333334,0.5,Switzerland,300.87708333333336,1,2,3,123,6,Hibernating
12412,2011-06-23T13:51:00Z,2011-09-26T10:16:00Z,3,0,829,0,1226.88,0,1226.88,408.96,94.85069444444444,0,Denmark,74.10694444444445,2,3,4,234,9,At Risk
12413,2011-01-06T16:12:00Z,2011-10-04T09:00:00Z,3,2,286,4,758.0999999999999,63.95,694.15,252.69999999999996,270.7,0.6666666666666666,France,66.15972222222223,3,3,3,333,9,Potential Loyalists
12414,2011-02-02T14:51:00Z,2011-05-06T14:51:00Z,3,0,300,0,562.41,0,562.41,187.47,93,0,Austria,216.91597222222225,1,3,3,133,7,At Risk
12415,2011-01-06T11:12:00Z,2011-11-15T14:22:00Z,21,5,77374,428,124914.52999999977,1189.0800000000002,123725.44999999988,5948.310952380941,313.13194444444446,0.23809523809523808,Australia,23.93611111111111,4,5,5,455,14,Champions
12417,2010-12-17T11:51:00Z,2011-12-06T14:52:00Z,9,3,1552,13,3649.1,70.3,3578.8,405.4555555555555,354.12569444444443,0.3333333333333333,Belgium,2.915277777777778,5,5,5,555,15,Champions
12418,2011-08-19T11:08:00Z,2011-08-19T11:08:00Z,1,0,407,0,668.5799999999997,0,668.5799999999997,668.5799999999997,0,0,Switzerland,112.07083333333334,2,1,3,213,6,About to Sleep
12420,2011-10-07T08:55:00Z,2011-10-07T08:55:00Z,1,0,345,0,600.3900000000001,0,600.3900000000001,600.3900000000001,0,0,Cyprus,63.16319444444444,3,1,3,313,7,Promising
12421,2011-01-24T15:09:00Z,2011-11-24T09:07:00Z,4,1,484,1,807.0400000000002,0.77,806.2700000000002,201.76000000000005,303.74861111111113,0.25,Spain,15.154861111111112,4,4,3,443,11,Need Attention
12422,2011-01-19T09:13:00Z,2011-09-05T09:48:00Z,3,0,370,0,803.5599999999998,0,803.5599999999998,267.8533333333333,229.02430555555551,0,Australia,95.12638888888888,2,3,3,233,8,Hibernating
12423,2010-12-21T10:54:00Z,2011-12-09T10:10:00Z,8,1,1339,12,1859.31,10.2,1849.11,232.41375,352.96944444444443,0.125,Belgium,0.1111111111111111,5,5,4,554,14,Champions
12424,2011-06-30T12:06:00Z,2011-06-30T12:06:00Z,2,0,740,0,1760.9599999999998,0,1760.9599999999998,880.4799999999999,0,0,Australia,162.03055555555557,2,2,4,224,8,At Risk
12425,2011-09-22T17:31:00Z,2011-09-22T17:31:00Z,1,0,496,0,777.1999999999999,0,777.1999999999999,777.1999999999999,0,0,Portugal,77.80486111111111,2,1,3,213,6,About to Sleep
12426,2011-05-29T12:26:00Z,2011-05-29T12:26:00Z,1,0,258,0,582.7299999999999,0,582.7299999999999,582.7299999999999,0,0,Germany,194.01666666666668,1,1,3,113,5,Can't Lose Them
12427,2010-12-03T10:44:00Z,2011-11-28T10:48:00Z,3,2,533,297,825.8000000000002,117.43,708.3700000000001,275.2666666666667,360.0027777777778,0.6666666666666666,Germany,11.084722222222222,4,3,3,433,10,Potential Loyalists
12428,2011-03-01T09:33:00Z,2011-11-14T08:22:00Z,9,3,3536,33,7956.460000000004,79.26,7877.200000000004,884.0511111111115,257.9506944444444,0.3333333333333333,Finland,25.18611111111111,4,5,5,455,14,Champions
12429,2010-12-09T12:05:00Z,2011-11-30T17:22:00Z,4,0,1557,0,3750.400000000001,0,3750.400000000001,937.6000000000004,356.22013888888887,0,Denmark,8.811111111111112,5,4,5,545,14,Champions
12430,2011-10-27T15:09:00Z,2011-10-27T15:09:00Z,1,0,117,0,256.4,0,256.4,256.4,0,0,Norway,42.90347222222222,3,1,2,312,6,About to Sleep
12431,2010-12-01T10:03:00Z,2011-11-04T11:55:00Z,15,3,2896,50,6419.949999999999,71.06,6348.889999999999,427.9966666666666,338.0777777777778,0.2,Australia,35.03819444444444,3,5,5,355,13,Loyal Customers
12432,2011-06-20T13:27:00Z,2011-10-28T11:43:00Z,5,0,1801,0,5059.3200000000015,0,5059.3200000000015,1011.8640000000004,129.92777777777778,0,Norway,42.046527777777776,3,4,5,345,12,Loyal Customers
12433,2010-12-01T13:24:00Z,2011-12-09T10:02:00Z,7,0,11071,0,13375.869999999992,0,13375.869999999992,1910.8385714285705,372.8597222222222,0,Norway,0.11666666666666668,5,5,5,555,15,Champions
12434,2010-12-14T11:12:00Z,2011-09-16T12:38:00Z,2,2,394,21,806.14,40.95,765.1899999999999,403.07,276.0597222222222,1,Australia,84.00833333333334,2,2,3,223,7,Hibernating
12435,2011-03-17T07:40:00Z,2011-09-21T09:06:00Z,2,0,2055,0,7829.889999999998,0,7829.889999999998,3914.944999999999,188.05972222222223,0,Denmark,79.15555555555555,2,2,5,225,9,At Risk
12436,2011-09-01T12:09:00Z,2011-09-01T12:09:00Z,1,0,211,0,509.0100000000001,0,509.0100000000001,509.0100000000001,0,0,Norway,99.02847222222222,2,1,3,213,6,About to Sleep
12437,2011-01-12T14:13:00Z,2011-12-08T11:35:00Z,18,1,2923,5,4951.409999999997,54.75,4896.659999999998,275.07833333333315,329.8902777777778,0.05555555555555555,France,1.0520833333333333,5,5,5,555,15,Champions
12438,2011-07-22T13:29:00Z,2011-11-25T13:28:00Z,2,0,1180,0,2906.8500000000004,0,2906.8500000000004,1453.4250000000002,125.99930555555557,0,Norway,13.973611111111111,4,2,5,425,11,Promising
12441,2010-12-08T10:45:00Z,2010-12-08T10:45:00Z,1,0,121,0,173.55,0,173.55,173.55,0,0,France,366.08680555555554,1,1,1,111,3,Lost
12442,2011-12-06T14:22:00Z,2011-12-06T14:22:00Z,1,0,182,0,172.06,0,172.06,172.06,0,0,Spain,2.936111111111111,5,1,1,511,7,New Customers
12444,2011-06-21T14:00:00Z,2011-11-18T13:23:00Z,5,0,1153,0,5005.46,0,5005.46,1001.092,149.97430555555556,0,Norway,20.977083333333333,4,4,5,445,13,Champions
12445,2011-11-17T18:43:00Z,2011-11-17T18:43:00Z,1,0,62,0,133.4,0,133.4,133.4,0,0,Spain,21.75486111111111,4,1,1,411,6,New Customers
12446,2011-10-13T12:50:00Z,2011-10-13T12:50:00Z,1,0,352,0,1002.3099999999998,0,1002.3099999999998,1002.3099999999998,0,0,RSA,57,3,1,4,314,8,Promising
12447,2011-04-10T13:25:00Z,2011-04-10T13:25:00Z,1,0,190,0,476.49,0,476.49,476.49,0,0,Belgium,242.97569444444449,1,1,2,112,4,Lost
12448,2011-10-26T13:46:00Z,2011-10-26T13:46:00Z,1,0,243,0,449.4500000000001,0,449.4500000000001,449.4500000000001,0,0,Spain,43.96111111111111,3,1,2,312,6,About to Sleep
12449,2011-06-05T15:37:00Z,2011-11-17T13:46:00Z,4,0,1553,0,4067.290000000002,0,4067.290000000002,1016.8225000000004,164.92291666666668,0,Belgium,21.961111111111112,4,4,5,445,13,Champions
12450,2011-06-19T14:36:00Z,2011-07-06T14:41:00Z,2,0,128,0,197.88,0,197.88,98.94,17.00347222222222,0,Spain,155.92291666666668,2,2,1,221,5,About to Sleep
12451,2011-01-19T09:05:00Z,2011-11-29T08:40:00Z,5,1,6575,120,9035.52,102,8933.519999999999,1807.104,313.9826388888889,0.2,Switzerland,10.17361111111111,5,4,5,545,14,Champions
12452,2011-11-23T08:05:00Z,2011-11-23T10:28:00Z,2,1,185,2,430.5700000000001,2,428.5700000000001,215.28500000000005,0.09930555555555556,0.5,Switzerland,16.09861111111111,4,2,2,422,8,New Customers
12453,2011-07-28T14:08:00Z,2011-07-28T14:08:00Z,1,0,473,0,707.0899999999999,0,707.0899999999999,707.0899999999999,0,0,Austria,133.94583333333333,2,1,3,213,6,About to Sleep
12454,2011-10-14T17:13:00Z,2011-10-17T15:07:00Z,1,1,1006,1006,3528.34,3528.3399999999997,-5.684341886080803e-14,3528.34,2.9125,1,Spain,52.90486111111111,3,1,5,315,9,Promising
12455,2011-02-16T09:56:00Z,2011-09-27T15:31:00Z,6,0,2089,0,2466.859999999997,0,2466.859999999997,411.1433333333328,223.23263888888889,0,Spain,72.88819444444445,2,5,5,255,12,At Risk
12456,2011-03-30T09:12:00Z,2011-10-26T14:41:00Z,3,1,1633,17,3181.039999999998,27.15,3153.889999999998,1060.346666666666,210.22847222222225,0.3333333333333333,Switzerland,43.922916666666666,3,3,5,335,11,Loyal Customers
12457,2011-04-14T18:57:00Z,2011-10-12T13:46:00Z,7,5,843,149,2363.2299999999996,445.45,1917.78,337.60428571428565,180.78402777777777,0.7142857142857143,Switzerland,57.96111111111111,3,5,5,355,13,Loyal Customers
12458,2011-02-28T10:55:00Z,2011-09-29T15:25:00Z,2,0,506,0,947.4,0,947.4,473.7000000000001,213.1875,0,Switzerland,70.89236111111111,2,2,4,224,8,At Risk
12461,2011-07-08T10:23:00Z,2011-09-06T16:57:00Z,2,0,287,0,826.8800000000001,0,826.8800000000001,413.44000000000005,60.27361111111111,0,Switzerland,93.82847222222222,2,2,3,223,7,Hibernating
12462,2011-02-09T14:44:00Z,2011-12-07T14:02:00Z,2,2,536,22,1189.59,65.58,1124.0099999999998,594.7950000000001,300.97083333333336,1,Spain,1.95,5,2,4,524,11,Promising
12463,2011-04-12T12:47:00Z,2011-10-24T13:43:00Z,4,3,776,19,1344.7799999999995,41.15,1303.6299999999997,336.19499999999994,195.0388888888889,0.75,Belgium,45.96319444444445,3,4,4,344,11,Loyal Customers
12464,2011-02-03T13:30:00Z,2011-11-29T13:33:00Z,8,0,112,0,1212.0499999999995,0,1212.0499999999995,151.50624999999997,299.00208333333336,0,Belgium,9.970138888888888,5,5,4,554,14,Champions
12465,2011-06-23T13:37:00Z,2011-12-02T11:34:00Z,2,1,479,4,742.1900000000002,8.299999999999999,733.8900000000001,371.0950000000001,161.91458333333333,0.5,Belgium,7.052777777777778,5,2,3,523,10,Promising
12468,2011-01-27T13:29:00Z,2011-07-19T13:42:00Z,2,1,366,2,729.54,5.5,724.04,364.77,173.0090277777778,0.5,Germany,142.9638888888889,2,2,3,223,7,Hibernating
12471,2010-12-02T10:37:00Z,2011-12-07T15:43:00Z,30,19,8200,247,19788.649999999947,1083.13,18705.519999999942,659.6216666666649,370.2125,0.6333333333333333,Germany,1.8798611111111112,5,5,5,555,15,Champions
12472,2010-12-01T14:33:00Z,2011-11-09T11:33:00Z,7,6,4148,128,6572.110000000003,342.6299999999999,6229.480000000004,938.8728571428576,342.875,0.8571428571428571,Germany,30.053472222222226,4,5,5,455,14,Champions
12473,2011-06-01T10:15:00Z,2011-11-10T13:48:00Z,5,4,2414,76,3928.05,1090.3200000000002,2837.7299999999996,785.61,162.14791666666667,0.8,Germany,28.959722222222226,4,4,5,445,13,Champions
12474,2010-12-06T12:00:00Z,2011-11-22T14:39:00Z,18,12,4833,83,7324.089999999998,259.32,7064.77,406.8938888888888,351.11041666666665,0.6666666666666666,Germany,16.924305555555556,4,5,5,455,14,Champions
12475,2011-10-17T10:10:00Z,2011-10-17T10:10:00Z,1,0,535,0,723.38,0,723.38,723.38,0,0,Germany,53.111111111111114,3,1,3,313,7,Promising
12476,2010-12-13T14:37:00Z,2011-12-08T14:08:00Z,11,9,2408,71,6816.420000000005,269.8399999999999,6546.580000000007,619.6745454545459,359.9798611111111,0.8181818181818182,Germany,0.9458333333333332,5,5,5,555,15,Champions
12477,2011-02-01T11:09:00Z,2011-11-17T09:51:00Z,6,3,3653,33,13219.73999999999,102.73,13117.009999999991,2203.2899999999986,288.9458333333333,0.5,Germany,22.124305555555555,4,5,5,455,14,Champions
12478,2011-12-06T09:56:00Z,2011-12-06T09:56:00Z,1,0,236,0,680.9900000000002,0,680.9900000000002,680.9900000000002,0,0,Greece,3.120833333333333,5,1,3,513,9,Promising
12479,2011-11-28T13:26:00Z,2011-12-06T09:25:00Z,1,2,385,34,527.2,49.9,477.30000000000007,527.2,7.832638888888889,2,Germany,3.142361111111111,5,1,3,513,9,Promising
12480,2011-01-07T15:27:00Z,2011-11-11T14:52:00Z,4,0,1707,0,3281.6300000000015,0,3281.6300000000015,820.4075000000004,307.97569444444446,0,Germany,27.915277777777774,4,4,5,445,13,Champions
12481,2010-12-09T10:13:00Z,2011-11-17T08:29:00Z,10,1,3294,14,5579.820000000002,5.46,5574.360000000002,557.9820000000002,342.9277777777778,0.1,Germany,22.18125,4,5,5,455,14,Champions
12483,2011-01-04T14:20:00Z,2011-11-22T17:03:00Z,8,5,1110,13,2484.980000000001,157.85,2327.130000000001,310.6225000000001,322.11319444444445,0.625,Sweden,16.824305555555554,4,5,5,455,14,Champions
12484,2011-01-07T14:04:00Z,2011-11-07T11:37:00Z,6,2,2187,6,4527.3200000000015,46.45,4480.870000000001,754.5533333333336,303.8979166666667,0.3333333333333333,Spain,32.050694444444446,3,5,5,355,13,Loyal Customers
12488,2011-09-25T10:34:00Z,2011-11-30T08:50:00Z,3,0,529,0,1298.66,0,1298.66,432.8866666666666,65.92777777777778,0,France,9.166666666666666,5,3,4,534,12,Need Attention
12489,2011-01-07T13:13:00Z,2011-01-07T13:13:00Z,1,0,105,0,334.92999999999995,0,334.92999999999995,334.92999999999995,0,0,France,335.9840277777778,1,1,2,112,4,Lost
12490,2011-01-14T09:13:00Z,2011-12-04T16:07:00Z,10,0,3064,0,5417.9299999999985,0,5417.9299999999985,541.7929999999999,324.2875,0,France,4.863194444444445,5,5,5,555,15,Champions
12491,2011-11-01T12:18:00Z,2011-11-01T12:18:00Z,1,0,260,0,460.4000000000001,0,460.4000000000001,460.4000000000001,0,0,France,38.022222222222226,3,1,2,312,6,About to Sleep
12492,2011-08-26T14:51:00Z,2011-10-07T15:15:00Z,2,0,192,0,263.21,0,263.21,131.605,42.016666666666666,0,Germany,62.89930555555556,3,2,2,322,7,Hibernating
12493,2011-05-26T14:53:00Z,2011-06-27T10:17:00Z,2,1,207,1,433.74,16.95,416.79,216.87,31.808333333333337,0.5,France,165.10625,2,2,2,222,6,Hibernating
12494,2010-12-09T11:31:00Z,2011-11-30T09:21:00Z,7,6,707,17,1246.1000000000006,106.75,1139.3500000000008,178.0142857142858,355.90972222222223,0.8571428571428571,France,9.145138888888887,5,5,4,554,14,Champions
12497,2011-09-19T12:29:00Z,2011-09-19T12:29:00Z,1,0,1236,0,1043.1,0,1043.1,1043.1,0,0,Germany,81.01458333333333,2,1,4,214,7,Can't Lose Them
12498,2011-10-13T09:30:00Z,2011-11-18T12:53:00Z,3,0,159,0,403.7,0,403.7,134.56666666666666,36.140972222222224,0,Germany,20.997916666666665,4,3,2,432,9,Potential Loyalists
12500,2011-01-10T09:48:00Z,2011-11-16T16:20:00Z,11,2,2678,7,4257.820000000001,51.55,4206.2699999999995,387.0745454545455,310.27222222222224,0.18181818181818185,Germany,22.854166666666668,4,5,5,455,14,Champions
12501,2011-01-07T12:28:00Z,2011-01-28T13:54:00Z,1,1,1783,61,2169.3899999999994,79.71000000000001,2089.68,2169.3899999999994,21.059722222222224,1,Germany,314.9555555555556,1,1,5,115,7,Can't Lose Them
12502,2011-02-03T10:41:00Z,2011-09-05T11:52:00Z,5,0,820,0,3723.87,0,3723.87,744.774,214.04930555555555,0,Spain,95.04027777777776,2,4,5,245,11,At Risk
12503,2011-01-06T11:51:00Z,2011-01-06T11:51:00Z,0,1,0,1,0,1126,-1126,0,0,0,Spain,337.0409722222222,1,1,1,111,3,Lost
12504,2011-11-09T14:56:00Z,2011-11-21T16:02:00Z,2,2,90,39,482.0499999999999,368.0499999999999,114.00000000000004,241.025,12.045833333333333,1,Germany,17.866666666666667,4,2,3,423,9,Potential Loyalists
12505,2011-02-11T13:39:00Z,2011-02-11T13:39:00Z,0,1,0,1,0,4.5,-4.5,0,0,0,Italy,300.9659722222222,1,1,1,111,3,Lost
12506,2011-04-21T08:54:00Z,2011-04-21T08:54:00Z,1,0,23,0,73.50000000000003,0,73.50000000000003,73.50000000000003,0,0,France,232.1638888888889,1,1,1,111,3,Lost
12507,2011-02-14T09:24:00Z,2011-07-28T17:09:00Z,3,1,894,11,1304.81,46.75,1258.06,434.93666666666667,164.32291666666666,0.3333333333333333,Spain,133.8201388888889,2,3,4,234,9,At Risk
12508,2011-11-10T16:27:00Z,2011-11-13T15:37:00Z,2,0,271,0,397.88000000000005,0,397.88000000000005,198.94000000000003,2.9652777777777777,0,France,25.884027777777774,4,2,2,422,8,New Customers
12509,2011-02-28T14:45:00Z,2011-02-28T14:45:00Z,1,0,55,0,176.5,0,176.5,176.5,0,0,France,283.9201388888889,1,1,1,111,3,Lost
12510,2011-01-18T14:04:00Z,2011-07-20T10:15:00Z,2,0,353,0,982.57,0,982.57,491.285,182.84097222222223,0,Spain,142.10763888888889,2,2,4,224,8,At Risk
12512,2011-10-04T14:53:00Z,2011-10-04T14:55:00Z,2,0,96,0,132.18000000000006,0,132.18000000000006,66.09000000000003,0.00138888888888888,0,Israel,65.91319444444444,3,2,1,321,6,About to Sleep
